ID операции;Дата;ID автосервиса;Артикул;Количество, шт.;Тип операции;;;;;
536;09.09.2023;А6;113;760;Поступление;;;;;
537;09.09.2023;А20;46;190;Поступление;;;;;
538;09.09.2023;А14;102;710;Продажа;;;;;
539;09.09.2023;А12;107;839;Поступление;;;;;
540;09.09.2023;А20;200;894;Поступление;;;;;
541;09.09.2023;А9;22;985;Поступление;;;;;
542;09.09.2023;А3;14;485;Поступление;;;;;
543;09.09.2023;А14;71;870;Поступление;;;;;
544;09.09.2023;А1;134;450;Поступление;;;;;
545;09.09.2023;А10;102;463;Продажа;;;;;
546;09.09.2023;А2;30;55;Продажа;;;;;
547;09.09.2023;А6;156;605;Поступление;;;;;
548;09.09.2023;А1;198;658;Поступление;;;;;
549;09.09.2023;А4;39;206;Продажа;;;;;
550;09.09.2023;А2;30;116;Поступление;;;;;
551;09.09.2023;А6;108;380;Поступление;;;;;
552;09.09.2023;А14;126;665;Поступление;;;;;
553;09.09.2023;А9;53;394;Поступление;;;;;
554;09.09.2023;А16;43;700;Продажа;;;;;
555;09.09.2023;А13;151;512;Поступление;;;;;
556;09.09.2023;А13;156;633;Поступление;;;;;
557;09.09.2023;А3;129;939;Продажа;;;;;
558;09.09.2023;А13;152;624;Продажа;;;;;
559;09.09.2023;А9;183;505;Поступление;;;;;
560;09.09.2023;А5;89;813;Продажа;;;;;
561;09.09.2023;А11;4;150;Поступление;;;;;
562;09.09.2023;А8;41;242;Поступление;;;;;
563;09.09.2023;А12;39;886;Продажа;;;;;
564;10.09.2023;А8;61;420;Поступление;;;;;
565;10.09.2023;А20;140;671;Поступление;;;;;
566;10.09.2023;А2;13;798;Поступление;;;;;
567;10.09.2023;А4;58;422;Продажа;;;;;
568;10.09.2023;А15;182;35;Поступление;;;;;
569;10.09.2023;А3;28;381;Продажа;;;;;
570;10.09.2023;А9;189;523;Поступление;;;;;
571;10.09.2023;А13;69;865;Продажа;;;;;
572;10.09.2023;А9;186;913;Поступление;;;;;
573;10.09.2023;А16;8;583;Поступление;;;;;
574;10.09.2023;А11;17;575;Поступление;;;;;
575;10.09.2023;А15;15;788;Поступление;;;;;
576;10.09.2023;А3;8;693;Продажа;;;;;
577;10.09.2023;А11;104;660;Продажа;;;;;
578;10.09.2023;А15;42;401;Продажа;;;;;
579;10.09.2023;А10;37;74;Поступление;;;;;
580;10.09.2023;А10;103;749;Продажа;;;;;
581;10.09.2023;А4;1;834;Поступление;;;;;
582;10.09.2023;А12;167;312;Поступление;;;;;
583;10.09.2023;А4;147;869;Продажа;;;;;
584;10.09.2023;А14;175;614;Продажа;;;;;
585;10.09.2023;А18;118;912;Поступление;;;;;
586;10.09.2023;А19;151;947;Поступление;;;;;
587;10.09.2023;А11;75;87;Продажа;;;;;
588;10.09.2023;А16;197;875;Поступление;;;;;
589;10.09.2023;А15;7;662;Поступление;;;;;
590;10.09.2023;А16;192;89;Поступление;;;;;
591;10.09.2023;А19;41;254;Поступление;;;;;
592;10.09.2023;А4;133;132;Продажа;;;;;
593;10.09.2023;А14;153;446;Поступление;;;;;
594;10.09.2023;А6;91;33;Продажа;;;;;
595;10.09.2023;А15;183;161;Продажа;;;;;
596;10.09.2023;А19;91;432;Продажа;;;;;
597;10.09.2023;А11;44;626;Продажа;;;;;
598;10.09.2023;А20;185;117;Поступление;;;;;
599;10.09.2023;А16;108;679;Продажа;;;;;
600;10.09.2023;А13;98;554;Поступление;;;;;
601;10.09.2023;А7;103;957;Поступление;;;;;
602;10.09.2023;А9;103;52;Поступление;;;;;
603;10.09.2023;А17;133;122;Продажа;;;;;
604;10.09.2023;А1;3;649;Продажа;;;;;
605;10.09.2023;А5;109;961;Продажа;;;;;
606;10.09.2023;А2;89;225;Поступление;;;;;
607;10.09.2023;А17;119;753;Поступление;;;;;
608;10.09.2023;А13;50;452;Продажа;;;;;
609;10.09.2023;А1;36;579;Продажа;;;;;
610;10.09.2023;А9;138;777;Поступление;;;;;
611;10.09.2023;А8;113;151;Продажа;;;;;
612;10.09.2023;А7;176;989;Продажа;;;;;
613;10.09.2023;А9;100;459;Продажа;;;;;
614;10.09.2023;А10;12;472;Продажа;;;;;
615;10.09.2023;А13;31;938;Продажа;;;;;
616;10.09.2023;А14;42;280;Поступление;;;;;
617;10.09.2023;А1;144;589;Поступление;;;;;
618;10.09.2023;А10;117;574;Поступление;;;;;
619;10.09.2023;А1;122;299;Продажа;;;;;
620;10.09.2023;А3;185;266;Поступление;;;;;
621;10.09.2023;А11;144;345;Поступление;;;;;
622;10.09.2023;А9;5;233;Поступление;;;;;
623;10.09.2023;А6;73;576;Поступление;;;;;
624;10.09.2023;А18;48;350;Поступление;;;;;
625;10.09.2023;А4;57;252;Продажа;;;;;
626;10.09.2023;А12;60;569;Продажа;;;;;
627;10.09.2023;А12;30;947;Поступление;;;;;
628;10.09.2023;А14;192;636;Поступление;;;;;
629;10.09.2023;А6;182;477;Продажа;;;;;
630;10.09.2023;А19;163;475;Поступление;;;;;
631;10.09.2023;А5;198;806;Поступление;;;;;
632;10.09.2023;А17;165;661;Продажа;;;;;
633;10.09.2023;А16;100;829;Поступление;;;;;
634;11.09.2023;А19;199;419;Продажа;;;;;
635;11.09.2023;А15;30;84;Продажа;;;;;
636;11.09.2023;А17;166;645;Продажа;;;;;
637;11.09.2023;А11;6;881;Продажа;;;;;
638;11.09.2023;А8;21;302;Продажа;;;;;
639;11.09.2023;А14;139;825;Поступление;;;;;
640;11.09.2023;А7;73;896;Поступление;;;;;
641;11.09.2023;А10;164;649;Продажа;;;;;
642;11.09.2023;А2;177;219;Продажа;;;;;
643;11.09.2023;А20;117;39;Продажа;;;;;
644;11.09.2023;А14;79;349;Поступление;;;;;
645;11.09.2023;А19;186;882;Продажа;;;;;
646;11.09.2023;А3;131;554;Продажа;;;;;
647;11.09.2023;А13;94;262;Продажа;;;;;
648;11.09.2023;А18;97;384;Поступление;;;;;
649;11.09.2023;А12;11;770;Продажа;;;;;
650;11.09.2023;А12;19;114;Поступление;;;;;
651;11.09.2023;А1;124;41;Продажа;;;;;
652;11.09.2023;А12;46;684;Поступление;;;;;
653;11.09.2023;А6;87;79;Поступление;;;;;
654;11.09.2023;А20;114;272;Поступление;;;;;
655;11.09.2023;А16;168;892;Поступление;;;;;
656;11.09.2023;А11;161;579;Поступление;;;;;
657;11.09.2023;А4;127;802;Продажа;;;;;
658;11.09.2023;А13;1;473;Продажа;;;;;
659;11.09.2023;А13;128;211;Поступление;;;;;
660;11.09.2023;А13;59;755;Продажа;;;;;
661;11.09.2023;А14;135;708;Поступление;;;;;
662;11.09.2023;А1;7;61;Поступление;;;;;
663;11.09.2023;А8;162;209;Поступление;;;;;
664;11.09.2023;А12;162;172;Продажа;;;;;
665;11.09.2023;А14;106;142;Поступление;;;;;
666;11.09.2023;А15;30;425;Поступление;;;;;
667;11.09.2023;А9;129;525;Продажа;;;;;
668;11.09.2023;А9;171;612;Продажа;;;;;
669;11.09.2023;А3;113;178;Поступление;;;;;
670;11.09.2023;А16;110;316;Продажа;;;;;
671;11.09.2023;А1;67;848;Продажа;;;;;
672;11.09.2023;А1;85;280;Продажа;;;;;
673;11.09.2023;А18;161;174;Продажа;;;;;
674;11.09.2023;А16;124;310;Продажа;;;;;
675;11.09.2023;А10;137;484;Продажа;;;;;
676;11.09.2023;А9;144;24;Продажа;;;;;
677;11.09.2023;А11;58;393;Поступление;;;;;
678;11.09.2023;А15;79;187;Продажа;;;;;
679;11.09.2023;А18;11;112;Поступление;;;;;
680;11.09.2023;А16;180;814;Поступление;;;;;
681;11.09.2023;А7;22;411;Поступление;;;;;
682;11.09.2023;А19;76;349;Продажа;;;;;
683;11.09.2023;А19;187;986;Продажа;;;;;
684;11.09.2023;А3;108;647;Продажа;;;;;
685;11.09.2023;А10;156;765;Продажа;;;;;
686;11.09.2023;А4;169;287;Продажа;;;;;
687;11.09.2023;А11;173;644;Продажа;;;;;
688;11.09.2023;А10;118;541;Продажа;;;;;
689;11.09.2023;А18;100;652;Поступление;;;;;
690;11.09.2023;А4;22;183;Продажа;;;;;
691;11.09.2023;А17;150;859;Поступление;;;;;
692;11.09.2023;А14;116;77;Продажа;;;;;
693;11.09.2023;А15;179;829;Продажа;;;;;
694;11.09.2023;А10;21;664;Поступление;;;;;
695;11.09.2023;А5;190;508;Продажа;;;;;
696;11.09.2023;А18;15;900;Поступление;;;;;
697;11.09.2023;А12;171;62;Поступление;;;;;
698;11.09.2023;А5;32;810;Поступление;;;;;
699;11.09.2023;А8;54;597;Поступление;;;;;
700;11.09.2023;А7;23;537;Поступление;;;;;
701;11.09.2023;А4;132;586;Поступление;;;;;
702;11.09.2023;А20;77;591;Продажа;;;;;
703;11.09.2023;А3;103;181;Продажа;;;;;
704;11.09.2023;А18;74;89;Поступление;;;;;
705;11.09.2023;А19;75;590;Поступление;;;;;
706;11.09.2023;А7;67;807;Продажа;;;;;
707;11.09.2023;А4;181;304;Поступление;;;;;
708;11.09.2023;А3;183;121;Продажа;;;;;
709;11.09.2023;А19;108;744;Продажа;;;;;
710;11.09.2023;А11;196;445;Продажа;;;;;
711;11.09.2023;А4;142;23;Поступление;;;;;
712;11.09.2023;А13;158;869;Поступление;;;;;
713;11.09.2023;А16;90;816;Продажа;;;;;
714;11.09.2023;А20;193;464;Поступление;;;;;
715;11.09.2023;А6;193;860;Продажа;;;;;
716;11.09.2023;А7;108;737;Поступление;;;;;
717;11.09.2023;А14;78;256;Поступление;;;;;
718;11.09.2023;А7;158;621;Продажа;;;;;
719;11.09.2023;А19;197;867;Поступление;;;;;
720;11.09.2023;А15;32;308;Продажа;;;;;
721;11.09.2023;А2;47;915;Продажа;;;;;
722;11.09.2023;А11;175;546;Продажа;;;;;
723;11.09.2023;А19;166;617;Продажа;;;;;
724;11.09.2023;А13;51;474;Поступление;;;;;
725;11.09.2023;А2;136;138;Продажа;;;;;
726;11.09.2023;А20;134;371;Продажа;;;;;
727;12.09.2023;А1;70;460;Поступление;;;;;
728;12.09.2023;А19;76;968;Поступление;;;;;
729;12.09.2023;А14;81;521;Продажа;;;;;
730;12.09.2023;А20;174;181;Поступление;;;;;
731;12.09.2023;А16;140;687;Продажа;;;;;
732;12.09.2023;А16;180;313;Продажа;;;;;
733;12.09.2023;А15;64;690;Поступление;;;;;
734;12.09.2023;А16;21;949;Продажа;;;;;
735;12.09.2023;А8;89;222;Поступление;;;;;
736;12.09.2023;А14;156;250;Продажа;;;;;
737;12.09.2023;А2;189;812;Продажа;;;;;
738;12.09.2023;А6;20;527;Поступление;;;;;
739;12.09.2023;А5;64;109;Поступление;;;;;
740;12.09.2023;А14;172;760;Продажа;;;;;
741;12.09.2023;А12;122;195;Продажа;;;;;
742;12.09.2023;А15;124;207;Поступление;;;;;
743;12.09.2023;А19;109;152;Поступление;;;;;
744;12.09.2023;А17;167;98;Поступление;;;;;
745;12.09.2023;А10;135;720;Продажа;;;;;
746;12.09.2023;А4;11;46;Продажа;;;;;
747;12.09.2023;А19;129;437;Продажа;;;;;
748;12.09.2023;А10;142;435;Продажа;;;;;
749;12.09.2023;А11;23;853;Продажа;;;;;
750;12.09.2023;А19;160;673;Продажа;;;;;
751;12.09.2023;А12;153;509;Поступление;;;;;
752;12.09.2023;А10;88;164;Поступление;;;;;
753;12.09.2023;А12;66;229;Продажа;;;;;
754;13.09.2023;А5;152;431;Поступление;;;;;
755;13.09.2023;А13;184;707;Поступление;;;;;
756;13.09.2023;А20;64;866;Продажа;;;;;
757;13.09.2023;А10;37;541;Поступление;;;;;
758;13.09.2023;А6;158;110;Поступление;;;;;
759;13.09.2023;А7;148;536;Поступление;;;;;
760;13.09.2023;А15;20;594;Продажа;;;;;
761;13.09.2023;А16;158;141;Поступление;;;;;
762;13.09.2023;А15;75;571;Поступление;;;;;
763;13.09.2023;А6;43;854;Поступление;;;;;
764;13.09.2023;А18;4;96;Поступление;;;;;
765;13.09.2023;А15;28;614;Продажа;;;;;
766;13.09.2023;А8;31;914;Продажа;;;;;
767;13.09.2023;А14;110;463;Продажа;;;;;
768;13.09.2023;А1;199;905;Поступление;;;;;
769;13.09.2023;А20;66;239;Поступление;;;;;
770;13.09.2023;А5;79;471;Поступление;;;;;
771;13.09.2023;А4;103;358;Продажа;;;;;
772;13.09.2023;А11;151;409;Продажа;;;;;
773;13.09.2023;А4;126;78;Поступление;;;;;
774;13.09.2023;А10;109;478;Продажа;;;;;
775;13.09.2023;А2;114;950;Поступление;;;;;
776;13.09.2023;А18;171;123;Поступление;;;;;
777;13.09.2023;А17;64;699;Продажа;;;;;
778;13.09.2023;А2;199;214;Продажа;;;;;
779;13.09.2023;А5;3;291;Продажа;;;;;
780;13.09.2023;А19;121;966;Поступление;;;;;
781;13.09.2023;А15;81;256;Продажа;;;;;
782;13.09.2023;А12;24;574;Поступление;;;;;
783;13.09.2023;А7;96;925;Поступление;;;;;
784;13.09.2023;А17;88;46;Поступление;;;;;
785;13.09.2023;А4;1;72;Продажа;;;;;
786;13.09.2023;А9;135;789;Поступление;;;;;
787;13.09.2023;А11;40;722;Поступление;;;;;
788;13.09.2023;А13;36;974;Продажа;;;;;
789;13.09.2023;А11;36;333;Поступление;;;;;
790;13.09.2023;А14;131;184;Поступление;;;;;
791;13.09.2023;А16;180;41;Продажа;;;;;
792;13.09.2023;А7;65;328;Поступление;;;;;
793;13.09.2023;А9;53;646;Продажа;;;;;
794;13.09.2023;А7;167;236;Поступление;;;;;
795;13.09.2023;А12;93;243;Поступление;;;;;
796;13.09.2023;А20;54;783;Продажа;;;;;
797;13.09.2023;А7;64;207;Продажа;;;;;
798;13.09.2023;А14;55;576;Поступление;;;;;
799;13.09.2023;А11;157;349;Продажа;;;;;
800;13.09.2023;А18;95;124;Поступление;;;;;
801;13.09.2023;А2;171;289;Продажа;;;;;
802;13.09.2023;А19;163;16;Продажа;;;;;
803;13.09.2023;А9;71;781;Продажа;;;;;
804;13.09.2023;А18;171;697;Продажа;;;;;
805;13.09.2023;А1;71;542;Поступление;;;;;
806;13.09.2023;А20;175;515;Поступление;;;;;
807;13.09.2023;А15;146;739;Продажа;;;;;
808;14.09.2023;А17;173;482;Поступление;;;;;
809;14.09.2023;А13;105;985;Поступление;;;;;
810;14.09.2023;А6;37;919;Продажа;;;;;
811;14.09.2023;А3;184;609;Продажа;;;;;
812;14.09.2023;А4;10;917;Продажа;;;;;
813;14.09.2023;А19;15;119;Продажа;;;;;
814;14.09.2023;А19;1;420;Продажа;;;;;
815;14.09.2023;А20;92;451;Продажа;;;;;
816;14.09.2023;А20;163;237;Поступление;;;;;
817;14.09.2023;А17;89;18;Продажа;;;;;
818;14.09.2023;А2;67;964;Поступление;;;;;
819;14.09.2023;А7;180;228;Продажа;;;;;
820;14.09.2023;А2;44;552;Продажа;;;;;
821;14.09.2023;А8;90;732;Поступление;;;;;
822;14.09.2023;А11;10;570;Поступление;;;;;
823;14.09.2023;А2;167;881;Продажа;;;;;
824;14.09.2023;А10;145;647;Поступление;;;;;
825;14.09.2023;А7;59;915;Поступление;;;;;
826;14.09.2023;А14;95;265;Поступление;;;;;
827;14.09.2023;А7;148;810;Продажа;;;;;
828;14.09.2023;А3;191;737;Поступление;;;;;
829;14.09.2023;А11;75;980;Продажа;;;;;
830;14.09.2023;А7;44;290;Поступление;;;;;
831;14.09.2023;А7;4;291;Поступление;;;;;
832;14.09.2023;А11;5;396;Поступление;;;;;
833;15.09.2023;А20;110;59;Поступление;;;;;
834;15.09.2023;А1;162;618;Поступление;;;;;
835;15.09.2023;А18;175;344;Поступление;;;;;
836;15.09.2023;А19;9;558;Поступление;;;;;
837;15.09.2023;А2;36;96;Поступление;;;;;
838;15.09.2023;А1;175;327;Поступление;;;;;
839;15.09.2023;А20;163;168;Поступление;;;;;
840;15.09.2023;А2;43;680;Поступление;;;;;
841;15.09.2023;А18;22;811;Продажа;;;;;
842;15.09.2023;А13;136;62;Поступление;;;;;
843;15.09.2023;А17;126;31;Продажа;;;;;
844;15.09.2023;А14;138;437;Продажа;;;;;
845;15.09.2023;А5;156;900;Поступление;;;;;
846;15.09.2023;А11;33;249;Поступление;;;;;
847;15.09.2023;А19;79;554;Поступление;;;;;
848;16.09.2023;А11;48;441;Продажа;;;;;
849;16.09.2023;А19;143;792;Продажа;;;;;
850;16.09.2023;А8;186;106;Поступление;;;;;
851;16.09.2023;А10;183;101;Продажа;;;;;
852;16.09.2023;А19;134;822;Продажа;;;;;
853;16.09.2023;А16;49;741;Продажа;;;;;
854;16.09.2023;А9;172;638;Поступление;;;;;
855;16.09.2023;А9;12;516;Продажа;;;;;
856;16.09.2023;А12;44;196;Продажа;;;;;
857;16.09.2023;А1;3;526;Продажа;;;;;
858;16.09.2023;А12;104;120;Поступление;;;;;
859;16.09.2023;А10;166;952;Продажа;;;;;
860;17.09.2023;А20;106;167;Продажа;;;;;
861;17.09.2023;А16;108;579;Продажа;;;;;
862;17.09.2023;А11;189;659;Продажа;;;;;
863;17.09.2023;А15;117;138;Поступление;;;;;
864;17.09.2023;А12;149;594;Продажа;;;;;
865;17.09.2023;А20;161;849;Продажа;;;;;
866;17.09.2023;А13;190;720;Поступление;;;;;
867;17.09.2023;А4;107;134;Продажа;;;;;
868;17.09.2023;А7;195;701;Продажа;;;;;
869;17.09.2023;А1;66;792;Поступление;;;;;
870;17.09.2023;А12;90;136;Продажа;;;;;
871;17.09.2023;А12;171;470;Поступление;;;;;
872;17.09.2023;А10;163;663;Поступление;;;;;
873;17.09.2023;А7;134;228;Поступление;;;;;
874;17.09.2023;А4;95;835;Поступление;;;;;
875;17.09.2023;А16;148;606;Продажа;;;;;
876;17.09.2023;А6;57;637;Продажа;;;;;
877;17.09.2023;А9;189;644;Продажа;;;;;
878;17.09.2023;А14;168;36;Продажа;;;;;
879;17.09.2023;А1;125;516;Поступление;;;;;
880;17.09.2023;А10;81;613;Продажа;;;;;
881;17.09.2023;А11;107;147;Продажа;;;;;
882;17.09.2023;А17;39;852;Продажа;;;;;
883;17.09.2023;А15;107;327;Продажа;;;;;
884;17.09.2023;А8;59;557;Поступление;;;;;
885;17.09.2023;А11;125;281;Продажа;;;;;
